City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
450,Port-Gentil,GA,-0.7193,8.7815,78.76,89,75,13.8,broken clouds
451,Quzhou,CN,28.9594,118.8686,80.62,66,1,3.4,clear sky
452,Kaka,TM,37.3482,59.6143,59.83,30,1,4.21,clear sky
453,Hakkari,TR,37.5833,44.1667,44.38,53,0,4.61,clear sky
454,Camana,PE,-16.6228,-72.7111,61.5,80,36,7.36,scattered clouds
455,Pemangkat,ID,1.1667,108.9667,76.15,90,58,6.58,broken clouds
456,Teya,RU,60.3778,92.6267,26.02,89,72,3.65,broken clouds
457,San Andres,CO,12.5847,-81.7006,82.42,78,75,6.91,broken clouds
458,Puerto Colombia,CO,10.9878,-74.9547,84.29,80,27,14.36,scattered clouds
459,Muisne,EC,0.6,-80.0333,75.56,86,99,10.29,overcast clouds
460,Mazyr,BY,52.0495,29.2456,41.23,96,100,12.82,light rain
461,Yilan,TW,24.757,121.753,84.02,99,12,2.82,few clouds
462,Nola,IT,40.922,14.5329,68.4,70,13,5.93,few clouds
463,Lehrte,DE,52.3833,9.9667,54.18,91,100,5.3,overcast clouds
464,Syracuse,IT,37.0881,15.2792,66.31,67,7,10.71,clear sky
465,Gigmoto,PH,13.7796,124.39,82.4,82,59,4.88,broken clouds
466,Carbonia,IT,39.1672,8.5222,65.01,82,39,4.5,scattered clouds
467,Soyo,AO,-6.1349,12.3689,75.25,87,94,8.66,overcast clouds
468,Quang Ngai,VN,15.1167,108.8,74.62,91,51,4.7,broken clouds
469,Qasigiannguit,GL,68.8193,-51.1922,32.25,85,23,5.44,few clouds
470,Abu Zabad,SD,12.35,29.25,80.42,57,62,8.28,broken clouds
471,Mount Isa,AU,-20.7333,139.5,80.37,39,55,12.66,broken clouds
472,Kropotkin,RU,45.4375,40.5756,58.06,54,32,6.33,scattered clouds
473,Mataquescuintla,GT,14.5292,-90.1842,66.15,95,64,2.51,broken clouds
474,Ilo,PE,-17.6394,-71.3375,59.27,82,6,5.03,clear sky
475,Inhambane,MZ,-23.865,35.3833,71.94,89,0,11.59,clear sky
476,Kingsport,US,36.5484,-82.5618,59.11,77,100,9.22,overcast clouds
477,Yuli,NG,9.6989,10.2744,74.32,91,73,4.18,light rain
478,Okato,NZ,-39.2,173.8833,55.69,56,4,5.5,clear sky
479,Pochutla,MX,15.7432,-96.4661,85.82,79,26,4.68,scattered clouds
480,Bijie,CN,27.3125,105.2942,61.03,96,87,3.2,overcast clouds
481,Maputo,MZ,-25.9653,32.5892,73.08,88,0,6.91,clear sky
482,Fukue,JP,32.6881,128.8419,78.31,85,38,15.28,scattered clouds
483,Pathein,MM,16.7833,94.7333,75.25,96,77,5.41,broken clouds
484,Toccoa,US,34.5773,-83.3324,70.16,68,0,5.75,clear sky
485,Biltine,TD,14.5333,20.9167,78.4,60,44,11.39,scattered clouds
486,Huainan,CN,32.6264,116.9969,59.5,78,100,19.22,overcast clouds
487,Malindi,KE,-3.2175,40.1191,74.53,82,43,14.38,scattered clouds
488,Sroda Wielkopolska,PL,52.2284,17.2762,50.74,82,13,12.97,few clouds
489,Diu,IN,20.7141,70.9822,76.35,85,58,8.77,broken clouds
490,Atambua,ID,-9.1061,124.8925,78.06,77,100,1.99,overcast clouds
491,Porto Novo,BJ,6.4965,2.6036,76.93,90,66,5.97,broken clouds
492,Iskateley,RU,67.6803,53.1512,35.15,91,61,7.72,broken clouds
493,Coihueco,CL,-36.6167,-71.8333,50.74,82,40,8.05,scattered clouds
494,Vestmanna,FO,62.1564,-7.1664,50.92,100,100,21.85,drizzle rain
495,Nangomba,TZ,-10.9,38.5,68.7,69,0,3.58,clear sky
496,Marsa Matruh,EG,31.3525,27.2453,74.48,64,0,10.56,clear sky
497,Ahuimanu,US,21.4447,-157.8378,85.14,63,0,13.8,clear sky
498,Ludvika,SE,60.1496,15.1878,41.34,89,1,3.56,clear sky
499,Praia,CV,14.9215,-23.5087,79.34,83,75,17.27,thunderstorm
500,Poyarkovo,RU,49.6,128.6833,32.27,49,2,14.07,clear sky
501,Korla,CN,41.7597,86.1469,49.33,25,33,8.52,scattered clouds
502,Bandarbeyla,SO,9.4942,50.8122,77.63,79,94,20.78,overcast clouds
503,Ciudad Bolivar,VE,8.1222,-63.5497,83.19,66,50,4.83,scattered clouds
504,Valera,VE,9.3178,-70.6036,74.41,90,41,4.74,scattered clouds
505,Karasuk,RU,53.7377,78.0403,31.95,82,0,4.32,clear sky
506,Yeppoon,AU,-23.1333,150.7333,69.58,53,31,15.08,scattered clouds
507,Thakurgaon,BD,26.0333,88.4667,73.53,97,100,11.3,overcast clouds
508,Chernyakhovsk,RU,54.6335,21.8156,50.79,73,99,15.37,overcast clouds
509,Tver,RU,56.8619,35.8931,45.86,91,100,9.15,overcast clouds
510,Hay River,CA,60.8156,-115.7999,54.73,45,55,7.11,broken clouds
511,Awbari,LY,26.5921,12.7805,77.14,26,67,7.54,broken clouds
512,Pombas,CV,17.1503,-25.0201,76.78,79,88,14.25,overcast clouds
513,Reconquista,AR,-29.15,-59.65,67.75,46,0,8.72,clear sky
514,Maragogi,BR,-9.0122,-35.2225,74.21,77,3,8.21,clear sky
515,Gizo,SB,-8.103,156.8419,83.35,72,100,4.63,overcast clouds
516,Arco,IT,45.9177,10.8867,63.77,96,66,3.47,broken clouds
517,Ashland,US,40.8167,-82.2665,56.41,67,13,9.4,few clouds
518,Lazaro Cardenas,MX,17.9583,-102.2,82.44,77,46,6.67,scattered clouds
519,Codrington,AU,-38.2667,141.9667,54.19,78,97,14.03,overcast clouds
520,Melbu,NO,68.5044,14.8297,48.02,87,40,5.75,scattered clouds
521,Pozo Colorado,PY,-23.4923,-58.7972,71.4,38,38,4.61,scattered clouds
522,Bereda,ES,43.2686,-7.5406,61.41,100,3,1.86,clear sky
523,Kresttsy,RU,58.2452,32.5165,44.24,85,98,10.2,overcast clouds
524,Athabasca,CA,54.7169,-113.2854,63.63,38,66,9.8,broken clouds
525,Edwardsville,US,38.8114,-89.9532,72.0,39,0,6.91,clear sky
526,Loding,NO,67.3,14.75,48.83,78,100,6.91,overcast clouds
527,Komsomolskiy,UZ,40.4272,71.7189,58.21,37,6,1.1,clear sky
528,Yar-Sale,RU,66.8333,70.8333,38.28,86,100,15.12,overcast clouds
529,Bida,NG,9.0833,6.0167,77.85,83,90,3.38,light rain
530,Kualakapuas,ID,-3.0091,114.3876,75.2,96,95,0.43,overcast clouds
531,Idio,PH,11.6238,122.0979,78.12,85,90,5.26,overcast clouds
532,Turbat,PK,26.0023,63.044,78.3,77,0,4.18,clear sky
533,Yudong,CN,29.385,106.5194,74.5,74,98,5.06,overcast clouds
534,Bokajan,IN,26.0167,93.7833,74.14,98,99,2.08,overcast clouds
535,Ermelo,ZA,-26.5333,29.9833,64.98,30,2,5.06,clear sky
536,Santiago Del Estero,AR,-27.7951,-64.2615,78.49,31,5,8.23,clear sky
537,Bima,ID,-8.4667,118.7167,79.61,84,99,4.59,overcast clouds
538,Ferme-Neuve,CA,46.7001,-75.4493,45.59,60,95,2.46,overcast clouds
539,Barranca,PE,-10.75,-77.7667,62.22,82,16,8.7,few clouds
540,Biak,ID,-0.9131,122.8766,78.76,76,72,0.2,broken clouds
541,Perepravnaya,RU,44.3366,40.7849,53.37,86,97,3.56,overcast clouds
542,Zigong,CN,29.3416,104.7769,63.72,91,100,7.85,overcast clouds
543,Mayumba,GA,-3.432,10.6554,76.01,87,99,6.76,light rain
544,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,93,97,8.72,overcast clouds
545,Lubango,AO,-14.9172,13.4925,61.84,69,88,3.71,overcast clouds
546,Markova,UA,48.6758,24.4138,44.29,86,100,9.15,overcast clouds
547,Galdar,ES,28.147,-15.6502,75.34,72,79,10.6,broken clouds
548,Ust-Maya,RU,60.4167,134.5333,25.32,82,95,6.76,overcast clouds
549,Bud,US,39.447,-86.1758,67.95,37,5,7.02,clear sky
550,Sioux Lookout,CA,50.1001,-91.917,59.86,70,100,3.62,overcast clouds
551,Magdagachi,RU,53.45,125.8,28.15,59,36,8.52,scattered clouds
552,Badajoz,ES,38.6667,-6.1667,71.76,33,0,4.99,clear sky
553,Vestmannaeyjar,IS,63.4427,-20.2734,49.87,84,100,24.65,overcast clouds
554,Araouane,ML,18.9048,-3.5265,96.78,17,31,10.27,scattered clouds
555,Kargasok,RU,59.0556,80.8572,30.09,81,81,9.69,broken clouds
556,Joshimath,IN,30.5667,79.5667,63.43,62,79,4.59,broken clouds
557,Guarapari,BR,-20.6667,-40.4975,73.89,97,100,6.13,moderate rain
558,Blankenberge,BE,51.3131,3.1323,53.94,83,100,9.44,overcast clouds
559,El Carmen,CO,8.5106,-73.4478,71.4,89,55,3.58,broken clouds
560,Asfi,MA,32.2994,-9.2372,71.44,65,0,7.02,clear sky
561,San Cristobal,VE,7.7669,-72.225,77.18,80,19,3.33,few clouds
562,Jumla,NP,29.2747,82.1838,52.16,86,1,3.71,clear sky
563,Nuristan,AF,35.3,70.8333,34.45,65,0,3.83,clear sky
564,Monastyrshchina,RU,54.3496,31.838,38.71,97,100,14.09,overcast clouds
565,Washougal,US,45.5826,-122.3534,84.38,47,0,6.91,smoke
566,Auki,SB,-8.7676,160.7034,83.05,71,93,4.23,overcast clouds
567,Ojinaga,MX,29.5667,-104.4167,86.95,28,0,9.22,clear sky
568,Tokur,RU,53.1333,132.9,23.43,74,98,4.32,overcast clouds
569,Mandera,KE,3.9366,41.867,76.75,57,35,18.41,scattered clouds
570,Skelmorlie,GB,55.8695,-4.8848,60.21,87,100,22.24,overcast clouds
571,Bolivar,US,37.6145,-93.4105,80.13,37,0,8.72,clear sky
572,Port Angeles,US,48.1181,-123.4307,74.32,64,0,4.0,clear sky
573,San Juan,AR,-31.5375,-68.5364,77.86,27,44,23.29,scattered clouds
574,Gumdag,TM,39.2061,54.5906,61.5,14,3,23.31,clear sky
575,Kon Tum,VN,14.35,108.0,66.97,97,91,2.28,overcast clouds
576,Klyuchi,RU,52.2667,79.1667,31.41,81,0,7.0,clear sky
577,Sahuaripa,MX,29.05,-109.2333,90.95,33,0,2.93,clear sky
578,Bodri,IN,23.1667,81.4333,74.32,81,100,2.86,overcast clouds
579,Sistranda,NO,63.7256,8.834,49.96,87,77,12.46,broken clouds
580,Guanare,VE,9.0418,-69.7421,77.43,83,24,2.46,few clouds
581,Antofagasta,CL,-23.65,-70.4,57.58,79,16,6.15,few clouds
582,Yomou,GN,7.5603,-9.2653,69.1,98,59,0.6,broken clouds
583,Pendleton,US,45.6721,-118.7886,84.61,35,0,11.5,clear sky
584,Zhoucheng,CN,35.9122,116.3117,50.43,52,98,18.79,overcast clouds
585,Coahuayana,MX,18.7333,-103.6833,78.84,89,100,3.42,overcast clouds
586,Nhulunbuy,AU,-12.2333,136.7667,83.01,78,40,6.91,scattered clouds
587,Ambilobe,MG,-13.2,49.05,65.95,81,21,3.44,few clouds
588,Buchanan,LR,5.8808,-10.0467,75.09,91,58,4.41,broken clouds
589,Lahad Datu,MY,5.0268,118.327,77.43,88,100,1.97,overcast clouds
590,Buraydah,SA,26.326,43.975,76.84,14,5,6.11,clear sky
591,Benin,BJ,9.5,2.25,73.11,93,46,4.18,scattered clouds
592,Qaqortoq,GL,60.7167,-46.0333,36.05,74,42,2.3,scattered clouds
593,Rivne,UA,50.6231,26.2274,47.07,83,100,22.53,overcast clouds
594,Kodinsk,RU,58.6881,99.1844,23.25,94,13,1.68,few clouds
595,Kotma,IN,23.2,81.9667,74.03,83,100,4.36,overcast clouds
596,Tselinnoye,RU,53.0833,85.6667,27.3,84,0,4.99,clear sky
597,Bovenden,DE,51.5833,9.9333,48.97,80,100,3.67,overcast clouds
598,San Rafael,AR,-34.6177,-68.3301,74.75,29,24,16.69,few clouds
599,Rocha,UY,-34.4833,-54.3333,47.43,86,28,4.54,scattered clouds
600,Kwinana,AU,-32.25,115.7667,56.8,70,0,12.53,clear sky
601,Surt,LY,31.2089,16.5887,76.68,68,91,12.48,overcast clouds
602,Tanem,NO,63.3078,10.4319,48.09,95,100,3.89,overcast clouds
603,Hervey Bay,AU,-25.2986,152.8535,71.02,60,6,5.99,clear sky
604,Phan Thiet,VN,10.9333,108.1,76.71,87,71,3.98,broken clouds
605,Sola,VU,-13.8833,167.55,80.31,74,23,10.07,few clouds
606,Nizhnyaya Omka,RU,55.4338,74.9426,32.43,73,33,6.13,scattered clouds
607,Balkanabat,TM,39.5108,54.3671,66.45,16,4,10.16,clear sky
608,Henties Bay,NA,-22.116,14.2845,55.17,93,0,5.19,clear sky
609,Ekibastuz,KZ,51.6667,75.3667,33.64,56,0,6.67,clear sky
610,Bodden Town,KY,19.2833,-81.25,84.2,66,40,8.05,scattered clouds
611,Joanopolis,BR,-22.9303,-46.2756,60.46,97,48,4.27,scattered clouds
612,Lamu,KE,-2.2717,40.902,75.42,82,99,13.06,overcast clouds
613,Bintulu,MY,3.1667,113.0333,76.03,90,100,2.06,light rain
614,Raudeberg,NO,61.9875,5.1352,50.95,1,100,13.09,overcast clouds
615,Turayf,SA,31.6725,38.6637,77.04,23,0,9.4,clear sky
616,Sisimiut,GL,66.9395,-53.6735,32.88,82,97,4.03,overcast clouds
617,Tucurui,BR,-3.7661,-49.6725,85.55,45,84,3.42,broken clouds
618,Malartic,CA,48.1335,-78.1328,48.04,67,75,5.3,broken clouds
619,Saint Augustine,US,29.8947,-81.3145,71.02,83,72,13.67,broken clouds
620,Mahroni,IN,24.5862,78.7288,74.08,63,82,5.08,broken clouds
621,Fecamp,FR,49.7579,0.3746,56.28,81,78,12.19,broken clouds
622,Carsamba,TR,41.1989,36.7219,58.78,94,20,2.3,few clouds
623,Flinders,AU,-34.5833,150.8552,66.38,72,94,4.0,overcast clouds
624,Saint-Joseph,RE,-21.3667,55.6167,68.38,80,37,9.82,scattered clouds
625,Girvan,GB,55.2426,-4.8555,60.8,91,96,23.44,light rain
626,Ketchikan,US,55.3422,-131.6461,52.27,82,0,8.05,clear sky
627,Mastic,US,40.802,-72.8409,51.98,91,100,1.99,light rain
628,Kizema,RU,61.113,44.8302,52.07,92,100,8.28,overcast clouds
629,Muriwai Beach,NZ,-36.8167,174.45,62.42,75,99,5.97,overcast clouds
630,Berlevag,NO,70.8578,29.0864,39.0,93,100,6.91,overcast clouds
631,Hobyo,SO,5.3505,48.5268,76.03,89,24,20.02,few clouds
632,Rehoboth,NA,-23.3167,17.0833,70.39,14,6,5.03,clear sky
633,Clyde River,CA,70.4692,-68.5914,27.7,93,100,5.99,light snow
634,Herisau,CH,47.3862,9.2792,47.59,94,56,2.44,broken clouds
635,Tooele,US,40.5308,-112.2983,73.58,33,0,10.36,clear sky
636,Saint-Pierre,RE,-21.3393,55.4781,69.48,68,75,5.75,broken clouds
637,Damietta,EG,31.4165,31.8133,74.03,67,0,8.95,clear sky
638,Albert Town,JM,18.2943,-77.5424,70.79,92,100,1.32,overcast clouds
639,Wanaka,NZ,-44.7,169.15,53.51,57,47,8.81,scattered clouds
640,Trapani,IT,37.8333,12.6667,66.27,82,12,5.53,few clouds
641,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.4,76,4,17.65,clear sky
642,Barhi,IN,23.9,80.8,78.03,69,100,3.8,overcast clouds
643,Slave Lake,CA,55.2834,-114.769,65.43,41,19,8.59,few clouds
644,Tarakan,ID,3.3,117.6333,76.5,94,20,2.3,few clouds
645,Dalby,AU,-27.1833,151.2667,65.77,53,8,9.69,clear sky
646,Mogocha,RU,53.7333,119.7667,22.15,59,10,3.06,clear sky
647,Mizdah,LY,31.4451,12.9801,65.66,71,92,2.21,overcast clouds
648,Sikasso,ML,10.9167,-7.0,75.4,85,51,3.09,light rain
649,Eureka,US,40.8021,-124.1637,85.75,77,8,1.01,clear sky
650,Copiapo,CL,-27.3667,-70.3333,53.29,47,0,5.19,clear sky
651,Balod,IN,20.73,81.2047,74.86,81,100,3.53,overcast clouds
652,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,83,100,9.22,overcast clouds
653,Tadine,NC,-21.55,167.8833,73.17,62,68,15.57,broken clouds
654,Vrangel,RU,42.7297,133.0839,44.85,64,100,24.14,light rain
655,Pedasi,PA,7.5333,-80.0333,80.06,78,66,5.93,broken clouds
656,Dzhebariki-Khaya,RU,62.2167,135.8,21.02,72,33,3.22,scattered clouds
657,Atar,MR,20.5169,-13.0499,91.42,34,78,1.52,broken clouds
658,Wanning,CN,18.8003,110.3967,79.39,86,98,1.86,overcast clouds
659,Deputatskiy,RU,69.3,139.9,11.17,94,98,4.36,overcast clouds
660,Konakovo,RU,56.7,36.7667,50.23,78,100,17.65,overcast clouds
661,Jalu,LY,29.0331,21.5482,72.55,69,0,14.9,clear sky
662,Talakan,RU,50.3167,130.3667,29.97,66,44,11.39,scattered clouds
663,Camacha,PT,33.0833,-16.3333,65.62,77,20,3.44,few clouds
664,Hof,DE,50.3167,11.9167,50.49,90,100,4.61,overcast clouds
665,Fort Nelson,CA,58.8053,-122.7002,63.12,29,100,0.11,overcast clouds
666,Mount Darwin,ZW,-16.7725,31.5838,64.63,43,0,2.89,clear sky
667,Curanilahue,CL,-37.4667,-73.35,48.36,97,100,3.78,overcast clouds
668,Port Hardy,CA,50.6996,-127.4199,53.6,79,27,1.45,scattered clouds
669,Wagar,SD,16.1525,36.2032,87.13,44,65,11.72,broken clouds
670,Puruaran,MX,19.1,-101.5333,72.79,86,87,3.15,overcast clouds
671,Shingu,JP,33.7333,135.9833,75.06,71,65,2.53,broken clouds
672,Methoni,GR,36.8197,21.7049,69.22,76,76,13.15,broken clouds
673,Muroto,JP,33.2833,134.15,78.06,75,47,12.41,scattered clouds
674,Springfield,US,37.2153,-93.2982,79.54,39,0,6.91,clear sky
675,Sunland Park,US,31.7965,-106.58,82.9,33,0,8.05,clear sky
